"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","Th1_changes_new","Th2_changes_new","loglike_rank","loglike_rank_new","distance","source_folder","calibration_file"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.733 - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.201 (0.195 - 0.207)",0.733,0.933,0.85,2.4,0.3,5,0.333,0.207,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.0519,13.2951720378284,-20.1297679182187,13.3662628100869,-25.9675745717398,0.00531867233710726,0.224811394587243,0.00119569814545768,-7.53449795030798e-06,8,0.666666666666667,0.00102209980365178,0.0601342893465497,13,0.24,0.24742105295068,"results_get_calibration_drugs/tms_metrics_3_31.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.203 (0.197 - 0.209)",0.8,0.933,0.85,2.4,0.3,5,0.333,0.209,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.049,13.3843903588604,-20.9531602096287,13.4054052935237,-26.6355100375224,0.00156764634885401,0.213337376302867,0.000334437559035283,-7.26832545133559e-06,8,0.7,0.00154254633243756,0.0735296740584585,13,0.266666666666667,0.276622673559927,"results_get_calibration_drugs/tms_metrics_3_32.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","1    (0.893 - 1   )","1    (0.964 - 1   )","1    (0.906 - 1   )","8.57e+05 (3.43 - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.11 (0.106 - 0.114)",0.893,0.964,0.906,3.43,0.19,7,0.25,0.114,0.929,1,0.312,3.43,0.19,750000,1.17e-06,0.0478,13.6278450159404,-18.2883016213509,13.10348159851,-24.4207372304427,0.0400171064070469,0.25111590822275,0.010048932019852,-5.45748019708758e-06,11,0.8,0.0972041489210808,0.28656289458108,479,0.43024302430243,0.525999999124582,"results_get_calibration_drugs/tms_metrics_3_33.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-metoprolol-nitrendipine","1    (0.833 - 1   )","1    (0.9  - 1   )","1    (0.846 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.227 (0.22 - 0.234)",0.833,0.9,0.846,2.25,0.375,5,0.0125,0.234,0.917,1,0.308,3,0.25,1e+06,1e-06,0.0331,11.5120710432202,-20.4405283180187,13.315897008208,-25.3955893794679,0.135464097077041,0.195115025188401,0.0264310807133107,-6.10313690026137e-06,7,0.766666666666667,0.464372875939499,0.342764416682986,22,0.241379310344828,0.625614565619195,"results_get_calibration_drugs/tms_metrics_3_34.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","1    (0.893 - 1   )","1    (0.964 - 1   )","1    (0.906 - 1   )","8.57e+05 (2    - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.115 (0.111 - 0.119)",0.893,0.964,0.906,2,0.19,5.25,0.292,0.119,0.929,1,0.312,3.43,0.19,750000,0.25,0.0518,12.541115490299,-15.947127033211,12.431770676658,-21.9793482264094,0.00879559448810398,0.274449502826948,0.00241394653432758,-5.94204475215943e-06,11,0.8,0.0166302409575885,0.292299944118635,482,0.450374531835206,0.537171333162749,"results_get_calibration_drugs/tms_metrics_3_35.csv","calibration_drugs.csv"
"astemizole-azimilide-diltiazem-metoprolol-nitrendipine-quinidine-risperidone-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.333)","0.228 (0.221 - 0.234)",0.8,0.933,0.85,2.4,0.3,5,0.333,0.234,0.933,1,0.3,3,0.2,667000,1.25e-06,0.0417,13.3311864068571,-20.7186336711568,13.0042010903196,-27.5514853388996,0.0251445909107695,0.248003023564598,0.00623593457216575,-6.3430449507842e-06,8,0.7,0.0196301011822226,0.126697368596932,91,0.656934306569343,0.669328205912133,"results_get_calibration_drugs/tms_metrics_3_36.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.417)","0.215 (0.208 - 0.221)",0.8,0.933,0.85,2.4,0.3,3.33,0.417,0.221,0.933,1,0.3,2.98,0.203,667000,1.25e-06,0.0487,12.8458371179046,-19.168755775195,12.8037085780583,-25.7674476911096,0.00329033885686045,0.25608636117233,0.000842610904877318,-7.35540598340829e-06,8,0.633333333333333,0,0.0860623832504744,73,0.549618320610687,0.556315586840476,"results_get_calibration_drugs/tms_metrics_3_37.csv","calibration_drugs.csv"
"astemizole-clozapine-nitrendipine-quinidine-ranolazine-vandetanib-verapamil","1    (0.833 - 1   )","1    (0.9  - 1   )","1    (0.857 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.183 (0.177 - 0.19)",0.833,0.9,0.857,2.25,0.375,5,0.0125,0.19,1,1,0.357,3,0.25,1e+06,1e-06,0.0197,16.4907362667866,-21.583711955077,13.7271920821611,-28.3471715058916,0.201318970994571,0.238593806419413,0.048033459594034,-3.98962365749134e-06,7,0.766666666666667,0,0,2,1,1,"results_get_calibration_drugs/tms_metrics_3_38.csv","calibration_drugs.csv"
"astemizole-bepridil-clozapine-diltiazem-metoprolol-ranolazine-vandetanib","0.917 (0.75 - 1   )","1    (1    - 1   )","0.929 (0.786 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.191 (0.185 - 0.198)",0.75,1,0.786,2.25,0.375,5,0.0125,0.198,0.917,1,0.357,3,0.25,1e+06,1e-06,0.0489,13.8366698298174,-24.4823035346033,13.773709144487,-27.9678281778305,0.00457107701853844,0.12462621770503,0.00056967603965883,-8.45854485288274e-06,7,0.666666666666667,0.0106745806856309,0.00428127600457229,1,0,0.0115011302506046,"results_get_calibration_drugs/tms_metrics_3_4.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.92 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.107 (0.102 - 0.111)",0.917,1,0.92,3.33,0.222,667000,0.333,0.111,0.958,1,0.36,4,0.167,667000,0.333,0.0279,10.5799574325647,-17.9996514616691,11.8418938341105,-23.0787714443551,0.106565420972679,0.220077571933679,0.0234526590997576,-3.72166327457107e-06,10,0.8,0.291351119557533,0.261816603787571,545,0.297755883962781,0.492028429382635,"results_get_calibration_drugs/tms_metrics_3_40.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-ranolazine-risperidone-verapamil","1    (0.952 - 1   )","1    (1    - 1   )","1    (0.955 - 1   )","8.57e+05 (3    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.0622 (0.0589 - 0.0656)",0.952,1,0.955,3,0.143,667000,0.00833,0.0656,1,1,0.409,3,1.5e-06,667000,1.17e-06,0.00723,15.6533900881925,-21.9573228571014,13.329658989382,-27.619226938184,0.1743278729532,0.204998644377513,0.0357369776326213,-1.256032700652e-06,10,0.9,0.232368212928264,0.349608860796239,9,0.0128410914927769,0.419983613439197,"results_get_calibration_drugs/tms_metrics_3_41.csv","calibration_drugs.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ondansetron-quinidine-ranolazine","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.00833)","0.0791 (0.0754 - 0.0829)",0.917,1,0.952,3.33,0.222,7,0.00833,0.0829,0.958,1,0.333,4,0.167,667000,1.17e-06,0.024,11.2632893537814,-13.8189395240147,12.4138189293517,-20.143078768462,0.0926813563270143,0.313960905239025,0.0290983225312101,-3.15297096267552e-06,10,0.866666666666667,0.22643079968248,0.298527708079846,45,0.125356125356125,0.395099807264637,"results_get_calibration_drugs/tms_metrics_3_42.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.92 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0815 (0.0777 - 0.0853)",0.917,1,0.92,3.33,0.222,7,0.333,0.0853,0.958,1,0.32,4,0.167,667000,0.333,0.0227,10.4365625159567,-10.729140813471,11.203340754444,-15.5851727786801,0.0684419277511639,0.311580245799516,0.0213251526717004,-3.19086223274654e-06,10,0.8,0.173573857498147,0.26572246420024,27,0.114035087719298,0.337254078134843,"results_get_calibration_drugs/tms_metrics_3_43.csv","calibration_drugs.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-tamoxifen","1    (0.958 - 1   )","1    (0.905 - 1   )","1    (0.96 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0819 (0.0781 - 0.0857)",0.958,0.905,0.96,3.33,0.222,7,0.333,0.0857,1,0.952,0.32,4,0.167,7,0.333,0.0229,8.15952040187508,-7.38081600700954,8.11373310958499,-9.10299804967853,0.00564318442222336,0.189188444649816,0.00106762528371251,-4.29136008095739e-06,10,0.8,0.016130897034563,0.0160804735377386,13,0.134831460674157,0.136741764855747,"results_get_calibration_drugs/tms_metrics_3_44.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0587 (0.0554 - 0.0619)",0.958,1,0.952,3.33,0.222,7,0.333,0.0619,1,1,0.333,4,0.167,667000,1.17e-06,0.0137,8.54999820999707,-10.2535606311852,8.7562853154717,-13.1362058740853,0.0235587464367033,0.219442757713388,0.00516979628634062,-2.20083536218937e-06,10,0.8,0.0218624068113575,0.122202072311571,26,0.0385802469135802,0.129999025999199,"results_get_calibration_drugs/tms_metrics_3_45.csv","calibration_drugs.csv"
"astemizole-clozapine-diltiazem-loratadine-quinidine-tamoxifen-vandetanib","0.833 (0.75 - 1   )","1    (0.9  - 1   )","0.867 (0.8  - 1   )","3    (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.262 (0.254 - 0.269)",0.75,0.9,0.8,2.25,0.375,5,0.0125,0.269,0.833,1,0.333,2.25,0.375,1e+06,1e-06,0.0589,12.6303386521159,-22.1483350994422,13.9311046217237,-27.391764949187,0.0933713445507706,0.191423585134859,0.0178734775227707,-1.09062963950494e-05,7,0.733333333333333,0,0.45999543203566,1,0,0.45999543203566,"results_get_calibration_drugs/tms_metrics_3_5.csv","calibration_drugs.csv"
"bepridil-chlorpromazine-clarithromycin-loratadine-mexiletine-nitrendipine-quinidine-vandetanib","1    (0.933 - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.2 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0624 (0.0586 - 0.0661)",0.933,1,1,3,0.2,5,0.333,0.0661,1,1,0.312,8e+05,1.5e-06,1e+06,1e-06,0.00582,3.43099434130307,-0.346484132895528,2.77927180143195,-3.17483205893838,0.234493992108053,0.890865366588434,0.208902576242126,-1.08132270865286e-06,8,0.8,0.90549512245168,0.102543888659599,1,0,0.911282977941109,"results_get_calibration_drugs/tms_metrics_3_57.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","0.966 (0.862 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.111 - 0.12)",0.833,1,0.862,3.33,0.222,667000,0.333,0.12,0.958,1,0.379,3.33,0.222,667000,0.00833,0.044,12.6552679817416,-19.1655845737557,12.9183963663117,-24.6285850173606,0.0203685021816103,0.221815440868977,0.00451804829125461,-5.26485857918146e-06,10,0.7,0.0747824050029566,0.137428699735571,3,0.0327868852459016,0.159856296257495,"results_get_calibration_drugs/tms_metrics_3_62.csv","calibration_drugs.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.947 (0.842 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.192 (0.186 - 0.198)",0.8,0.933,0.842,2.4,0.3,5,0.333,0.198,0.933,1,0.316,2.4,0.3,667000,0.333,0.0584,11.1640251803456,-14.1291335922179,11.5359515088716,-19.9568479465862,0.0322406286330185,0.292015771727378,0.00941477205124669,-8.66756829719011e-06,8,0.7,0.103848563175338,0,13,0.413793103448276,0.426625428842372,"results_get_calibration_drugs/tms_metrics_3_63.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","1    (0.958 - 1   )","1    (0.905 - 1   )","1    (0.952 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0743 (0.0707 - 0.078)",0.958,0.905,0.952,3.33,0.222,7,0.333,0.078,1,0.952,0.333,4,0.167,667000,0.333,0.0224,8.39137197833898,-7.57416724813176,8.0712540483435,-11.0082744172407,0.0396614860687209,0.311956900686504,0.0123726742706191,-3.94911717319894e-06,10,0.8,0.0599452809698052,0.146662537170652,33,0.0607210626185958,0.169677293605872,"results_get_calibration_drugs/tms_metrics_3_64.csv","calibration_drugs.csv"
"bepridil-clarithromycin-clozapine-diltiazem-metoprolol-nitrendipine-ondansetron-quinidine-risperidone-sotalol-verapamil","1    (0.857 - 1   )","1    (0.75 - 1   )","1    (0.862 - 1   )","8.57e+05 (2    - 1e+06)","0.143 (1e-06 - 0.381)","8    (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.174 (0.169 - 0.179)",0.857,0.75,0.862,2,0.381,5.33,0.381,0.179,0.893,0.875,0.414,2.86,0.19,7.93,0.381,0.0821,5.56016629443877,-7.06430180756755,5.38759350443507,-8.18049010996553,0.0320315164575129,0.136445162501723,0.00437054546822195,-1.25141108518374e-05,11,0.633333333333333,0.0155073222344361,0.000199427119389349,7,0.15,0.150799591557997,"results_get_calibration_drugs/tms_metrics_3_66.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-nitrendipine-quinidine-risperidone-terfenadine-vandetanib-verapamil","0.964 (0.857 - 1   )","1    (1    - 1   )","0.969 (0.875 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.107 (0.103 - 0.111)",0.857,1,0.875,3.43,0.19,750000,0.25,0.111,0.964,1,0.312,3.43,0.19,1e+06,1e-06,0.0393,9.65374776720783,-13.678442521248,9.43081476156685,-19.2440094088523,0.0236387853305629,0.289210359928639,0.00683658161372793,-3.98154904174771e-06,11,0.733333333333333,0.0668348109034434,0.194218493731714,63,0.118095238095238,0.2369265719937,"results_get_calibration_drugs/tms_metrics_3_69.csv","calibration_drugs.csv"
"astemizole-diltiazem-metoprolol-quinidine-ranolazine-risperidone-terfenadine-vandetanib","0.933 (0.8  - 1   )","1    (1    - 1   )","0.938 (0.812 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.146 (0.141 - 0.152)",0.8,1,0.812,2.4,0.3,5e+05,0.0125,0.152,0.933,1,0.375,2.4,0.3,1e+06,1e-06,0.0569,9.4124922655519,-14.8868119278797,9.6376334034737,-19.8847029319173,0.0233606248024183,0.251343508683524,0.00587154140287917,-7.42813311123325e-06,8,0.766666666666667,0,0.153996853014688,1,0,0.153996853014688,"results_get_calibration_drugs/tms_metrics_3_71.csv","calibration_drugs.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-vandetanib-verapamil","0.933 (0.8  - 1   )","1    (0.933 - 1   )","1    (0.938 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.194 (0.188 - 0.2 )",0.8,0.933,0.938,2.4,0.3,5,0.333,0.2,0.933,1,0.25,3,0.2,1e+06,1e-06,0.0253,6.3206798555284,-8.00832322464066,6.48745349368838,-10.1541470013078,0.0257071034608936,0.211324868193337,0.00543255025050581,-4.16077273241329e-06,8,0.766666666666667,0.0284658206948726,0.0163050590990941,30,0.0911949685534591,0.0969158407564212,"results_get_calibration_drugs/tms_metrics_3_77.csv","calibration_drugs.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-tamoxifen-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.944 (0.889 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.211 (0.204 - 0.217)",0.8,0.933,0.889,2.4,0.3,5,0.333,0.217,1,1,0.278,3,0.2,1e+06,1e-06,0.014,6.51850118756955,-8.10245777289823,6.44366309412878,-9.90711937186285,0.0116142157570215,0.182158055356638,0.00211562295679147,-2.31402094988717e-06,8,0.7,0.0237369642443688,0.035330770299297,11,0.0294117647058824,0.0517374014093704,"results_get_calibration_drugs/tms_metrics_3_78.csv","calibration_drugs.csv"
"azimilide-clozapine-diltiazem-dofetilide-droperidol-loratadine-vandetanib-verapamil","0.867 (0.733 - 1   )","1    (0.933 - 1   )","0.895 (0.789 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.181 (0.175 - 0.187)",0.733,0.933,0.789,2.4,0.3,5,0.333,0.187,0.933,1,0.316,3,0.2,1e+06,1e-06,0.0384,6.85446282660607,-7.62310765248078,6.422187417223,-9.82296368236196,0.0673096845825134,0.223950337292932,0.0150740265653348,-6.11865071004561e-06,8,0.6,0.137014619610404,0.00397958411533518,43,0.13953488372093,0.195598637141796,"results_get_calibration_drugs/tms_metrics_3_79.csv","calibration_drugs.csv"
"astemizole-azimilide-chlorpromazine-dofetilide-droperidol-loratadine-nitrendipine-ranolazine","1    (0.933 - 1   )","1    (1    - 1   )","1    (0.944 - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.2 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0406 (0.0376 - 0.0437)",0.933,1,0.944,3,0.2,5e+05,0.0125,0.0437,1,1,0.444,8e+05,1.5e-06,1e+06,1e-06,0.00519,13.8721844597628,-20.8349855310614,13.3642754154495,-23.4854864356623,0.0380049818283592,0.112856972831362,0.00428912720165952,-1.06141689406376e-06,8,0.866666666666667,0.064147752002531,0.0741829953998791,2,0.000907441016333938,0.0980758601424164,"results_get_calibration_drugs/tms_metrics_3_8.csv","calibration_drugs.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-tamoxifen-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.944 (0.889 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.206 (0.2  - 0.212)",0.8,0.933,0.889,2.4,0.3,5,0.333,0.212,1,1,0.278,3,0.2,1e+06,1e-06,0.0152,6.52909367194891,-8.24136769655937,6.47695491811219,-10.0464521398403,0.00804988679030679,0.179673820982301,0.00144635391808938,-2.41486773914102e-06,8,0.7,0.0114181297170969,0.000208211706167443,21,0.148148148148148,0.148587653720209,"results_get_calibration_drugs/tms_metrics_3_80.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-terfenadine-verapamil","0.964 (0.857 - 1   )","1    (1    - 1   )","0.966 (0.862 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.104 (0.0997 - 0.108)",0.857,1,0.862,3.43,0.19,667000,0.333,0.108,0.964,1,0.414,3.43,0.19,1e+06,1e-06,0.0413,7.90228425027191,-11.4322214580701,7.91803737894182,-14.832243043202,0.00198952441318439,0.229231787480064,0.000456062237469484,-4.23154692201493e-06,11,0.733333333333333,0.00302171550137817,0.124909573825912,270,0.133830845771144,0.183090763496584,"results_get_calibration_drugs/tms_metrics_3_84.csv","calibration_drugs.csv"
"azimilide-bepridil-clozapine-droperidol-metoprolol-nitrendipine-ondansetron-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.944 (0.833 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.157 (0.151 - 0.163)",0.8,1,0.833,2.4,0.3,5e+05,0.0125,0.163,0.933,1,0.389,2.4,0.3,1e+06,1e-06,0.0576,13.1716191500029,-21.0026102875997,13.5576396325174,-23.6448195596574,0.0284725433761058,0.111745799767737,0.00318168713098452,-8.18403696207466e-06,8,0.766666666666667,0.0759902991266318,0,14,0.866666666666667,0.869991745174899,"results_get_calibration_drugs/tms_metrics_3_85.csv","calibration_drugs.csv"
"azimilide-clozapine-dofetilide-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.944 (0.833 - 1   )","1    (1    - 1   )","0.955 (0.864 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.128 (0.123 - 0.133)",0.833,1,0.864,2.5,0.25,667000,0.333,0.133,0.944,1,0.364,2.5,0.25,1e+06,1e-06,0.0437,12.6822348397865,-17.3800114891335,13.0284598150688,-23.7972875818183,0.0265745130427382,0.269664182130897,0.00716619432519684,-6.17052775308658e-06,9,0.7,0,0.9994096559732,1,0,0.9994096559732,"results_get_calibration_drugs/tms_metrics_3_86.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.167)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0473 (0.0444 - 0.0502)",0.958,1,0.952,4,0.167,7,0.333,0.0502,1,1,0.333,4,1.33e-06,667000,1.17e-06,0.00918,14.8304903870886,-16.7264718810032,14.2265834007804,-24.3739870231515,0.042449193126375,0.313757250091433,0.0133187421039316,-1.54937146905624e-06,10,0.833333333333333,0.070747499243133,0.192965084785126,21,0.0141342756183746,0.206010947142486,"results_get_calibration_drugs/tms_metrics_3_87.csv","calibration_drugs.csv"
