"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"azimilide-bepridil-clozapine-nitrendipine-ondansetron-ranolazine-risperidone","0.8  (0.7  - 0.8 )","0.9  (0.6  - 1   )","0.846 (0.846 - 0.846)","2    (1.6  - 2   )","2e-06 (2e-06 - 0.4 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.625)","0.398 (0.39 - 0.406)",0.7,0.6,0.846,1.6,0.4,2.5,0.625,0.406,0.8,0.9,0.385,1.6,0.4,5,0.5,0.104,14.9976803291867,-14.1280082387277,14.9977199883379,-14.1279668888535,2.64434535780579e-06,2.92680995703326e-06,7.73949632306066e-12,-1.92504311597686e-05,7,NA,"tms_metrics_4_189.csv","summary_tms_7_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-ondansetron-quinidine","0.8  (0.733 - 0.933)","0.933 (0.867 - 1   )","0.875 (0.75 - 0.938)","2.4  (2.4  - 3   )","0.3  (0.2  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.391 (0.383 - 0.398)",0.733,0.867,0.75,2.4,0.3,3.33,0.417,0.398,0.867,0.867,0.312,2.4,0.3,667000,0.333,0.187,6.66966757389895,-14.5376906914416,6.66970352221835,-14.537653609285,5.38979270703284e-06,2.55076627703849e-06,1.37481014773274e-11,-2.27067990366884e-05,8,0.433333333333333,"tms_metrics_4_190.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-nitrendipine-ondansetron-quinidine-tamoxifen-verapamil","0.958 (0.958 - 1   )","0.952 (0.762 - 1   )","0.96 (0.92 - 1   )","3.33 (3.33 - 4   )","0.222 (1.33e-06 - 0.222)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.241 (0.235 - 0.247)",0.958,0.762,0.92,3.33,0.222,4.67,0.389,0.247,0.958,0.905,0.36,4,0.167,4.67,0.389,0.0595,13.7475618700217,-13.7688880595525,13.7475996062658,-13.7688480406495,2.74493330835075e-06,2.90648156633795e-06,7.9780980615485e-12,-8.98120246102992e-06,10,0.666666666666667,"tms_metrics_4_191.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-ondansetron-quinidine","0.8  (0.733 - 0.933)","0.933 (0.867 - 1   )","0.875 (0.75 - 0.938)","2.4  (2.4  - 3   )","0.3  (0.2  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.39 (0.382 - 0.397)",0.733,0.867,0.75,2.4,0.3,3.33,0.417,0.397,0.867,0.867,0.312,2.4,0.3,667000,0.333,0.187,6.92530218369483,-15.0388185608081,6.92533935652467,-15.0387802168166,5.36765462666623e-06,2.54967430825702e-06,1.36857710972078e-11,-2.26633081223714e-05,8,0.433333333333333,"tms_metrics_4_193.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.8  (0.733 - 0.867)","0.933 (0.867 - 1   )","0.875 (0.812 - 0.938)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.388 (0.381 - 0.396)",0.733,0.867,0.812,2.4,0.3,3.33,0.417,0.396,0.867,0.933,0.312,2.4,0.3,667000,0.333,0.177,8.05852535310353,-14.4019071842483,8.0585579036883,-14.4018737137766,4.03925679470937e-06,2.32403590797366e-06,9.38737783243118e-12,-2.07532935924978e-05,8,0.5,"tms_metrics_4_194.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-verapamil","1    (0.958 - 1   )","1    (0.952 - 1   )","0.952 (0.905 - 1   )","8.33e+05 (8.33e+05 - 1e+06)","0.167 (1e-06 - 0.167)","6.67e+05 (7    - 1e+06)","0.333 (1e-06 - 0.333)","0.125 (0.12 - 0.129)",0.958,0.952,0.905,833000,0.167,7,0.333,0.129,1,1,0.333,1e+06,1e-06,667000,1.17e-06,0.00587,17.3205221134772,-12.7881484045668,17.3205554718339,-12.7881167926782,1.92594035182069e-06,2.4719737192596e-06,4.76087393456234e-12,-8.76376444436158e-07,10,0.9,"tms_metrics_4_195.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","0.958 (0.917 - 0.958)","1    (0.762 - 1   )","0.96 (0.92 - 0.96)","8.33e+05 (3.33 - 8.33e+05)","0.167 (0.167 - 0.222)","6.67e+05 (3.5  - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.233 (0.227 - 0.238)",0.917,0.762,0.92,3.33,0.222,3.5,0.389,0.238,0.958,0.905,0.28,4,0.167,4.67,0.389,0.0798,14.2471708668115,-8.59635473393849,14.2471946870267,-8.5963312887351,1.67192319367577e-06,2.72734991305509e-06,4.5599195769064e-12,-1.08155320648802e-05,10,0.666666666666667,"tms_metrics_4_196.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","0.958 (0.917 - 0.958)","1    (0.762 - 1   )","0.96 (0.92 - 0.96)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","6.67e+05 (3.5  - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.249 (0.243 - 0.255)",0.917,0.762,0.92,3.33,0.222,3.5,0.389,0.255,0.958,0.905,0.24,3.33,0.222,4.67,0.389,0.098,14.2447930331127,-9.60387168455111,14.244822865736,-9.60384206340946,2.09427829028066e-06,3.08430120565107e-06,6.45938505568149e-12,-1.27030653756854e-05,10,0.666666666666667,"tms_metrics_4_197.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.792 (0.75 - 0.917)","1    (0.905 - 1   )","0.857 (0.762 - 0.952)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","6.67e+05 (6.67e+05 - 1e+06)","0.333 (1e-06 - 0.333)","0.261 (0.255 - 0.267)",0.75,0.905,0.762,3.33,0.222,667000,0.333,0.267,0.917,0.905,0.333,3.33,0.222,667000,0.333,0.21,13.840231714482,-19.3623125792755,13.8402601620934,-19.3622860692101,2.05542461267462e-06,1.3691598884834e-06,2.81420493347562e-12,-1.59801703710843e-05,10,0.6,"tms_metrics_4_198.csv","summary_tms_10_metrics.csv"
"chlorpromazine-clarithromycin-diltiazem-ibutilide-mexiletine-nitrendipine-quinidine-vandetanib","0.8  (0.733 - 0.867)","1    (1    - 1   )","0.938 (0.875 - 0.938)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.3  (0.293 - 0.307)",0.733,1,0.875,1.8,0.6,667000,0.333,0.307,0.867,1,0.375,1.8,0.6,667000,0.333,0.194,2.65027088536646,-0.816327561170717,2.65027104193024,-0.816327417212576,5.90746294403467e-08,1.76348531830687e-07,1.0417724170247e-14,-2.14464547611717e-05,8,NA,"tms_metrics_4_199.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-nitrendipine-ondansetron-quinidine-ranolazine","0.867 (0.8  - 1   )","1    (0.933 - 1   )","0.923 (0.846 - 1   )","2.4  (2.4  - 8e+05)","0.3  (1.5e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.239 (0.232 - 0.245)",0.8,0.933,0.846,2.4,0.3,5,0.333,0.245,0.933,1,0.308,2.4,0.3,667000,0.333,0.077,7.44812834072272,-13.0378509057592,7.44815418138148,-13.0378225116547,3.46940438239771e-06,2.17782566890284e-06,7.55575791978974e-12,-1.01248735772888e-05,8,0.7,"tms_metrics_4_200.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-metoprolol-nitrendipine-quinidine-terfenadine","0.893 (0.714 - 0.929)","1    (1    - 1   )","0.938 (0.844 - 0.969)","3.43 (3.43 - 8.57e+05)","0.19 (0.143 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.173 (0.168 - 0.178)",0.714,1,0.844,3.43,0.19,667000,0.333,0.178,0.929,1,0.375,3.43,0.19,667000,0.333,0.124,5.65254624990602,-8.48621625608751,5.65254620878388,-8.48621628752794,7.27497673031247e-09,3.70488229553139e-09,2.69529324885375e-17,-9.89569586110329e-06,11,0.7,"tms_metrics_4_204.csv","summary_tms_11_metrics.csv"
"astemizole-bepridil-metoprolol-quinidine-ranolazine-risperidone-vandetanib-verapamil","0.867 (0.733 - 0.933)","0.933 (0.867 - 1   )","0.882 (0.765 - 0.941)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.379 (0.372 - 0.387)",0.733,0.867,0.765,2.4,0.3,3.33,0.417,0.387,0.867,0.933,0.353,2.4,0.3,5,0.333,0.182,8.51376809489511,-18.7661838627268,8.51376821490113,-18.7661837455918,1.40955232205683e-08,6.24181032743153e-09,8.79815824086943e-17,-2.04420576804238e-05,8,0.433333333333333,"tms_metrics_4_21.csv","summary_tms_8_metrics.csv"
"astemizole-bepridil-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.833 (0.75 - 0.917)","0.9  (0.8  - 1   )","0.867 (0.8  - 0.933)","2.25 (2.25 - 2.25)","0.375 (0.375 - 0.375)","5e+05 (2.5  - 1e+06)","0.5  (1e-06 - 0.625)","0.435 (0.427 - 0.443)",0.75,0.8,0.8,2.25,0.375,2.5,0.625,0.443,0.833,0.9,0.333,2.25,0.375,5,0.5,0.213,9.18867591190457,-18.7544148217084,9.18867607946591,-18.7544146762901,1.82356351346089e-08,7.75381862522322e-09,1.41395807349506e-16,-2.63083150294834e-05,7,NA,"tms_metrics_4_22.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","6.67e+05 (4.67 - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.247 (0.241 - 0.253)",0.75,0.905,0.769,3.33,0.222,4.67,0.389,0.253,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.149,8.76962234913086,-21.1771355212881,8.76962249284496,-21.1771353786103,1.6387717369142e-08,6.73734935505175e-09,1.1040977704776e-16,-1.45076765354478e-05,10,0.533333333333333,"tms_metrics_4_24.csv","summary_tms_10_metrics.csv"
"astemizole-bepridil-diltiazem-metoprolol-ranolazine-risperidone-vandetanib","0.75 (0.583 - 0.917)","1    (0.9  - 1   )","0.786 (0.643 - 0.929)","2.25 (2.25 - 7.5e+05)","0.375 (0.25 - 0.375)","5e+05 (2.5  - 1e+06)","0.5  (1e-06 - 0.625)","0.397 (0.389 - 0.405)",0.583,0.9,0.643,2.25,0.375,2.5,0.625,0.405,0.833,0.9,0.357,2.25,0.375,5e+05,0.5,0.201,8.26471763912907,-18.5731663266949,8.26471769194091,-18.5731662776199,6.3900353800897e-09,2.64225229281614e-09,1.68840856342183e-17,-2.58287687877107e-05,7,NA,"tms_metrics_4_25.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.245 (0.239 - 0.251)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.251,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.147,8.9571346087483,-21.8297212933512,8.95713474995416,-21.8297211533492,1.57646239749531e-08,6.41336855863183e-09,1.01104343739617e-16,-1.43306896767538e-05,10,0.6,"tms_metrics_4_26.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.875 (0.833 - 0.958)","1    (0.905 - 1   )","0.897 (0.828 - 0.966)","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.238 (0.232 - 0.244)",0.833,0.905,0.828,3.33,0.222,7,0.333,0.244,0.917,0.952,0.379,3.33,0.222,667000,0.333,0.12,8.72460983056825,-19.0758191564168,8.72462621773228,-19.0758039300645,1.87826545483028e-06,7.98202390615539e-07,1.49923597625611e-12,-1.20013468595346e-05,10,0.7,"tms_metrics_4_28.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-nitrendipine-quinidine-verapamil","1    (0.944 - 1   )","1    (0.667 - 1   )","1    (0.947 - 1   )","8.33e+05 (2.5  - 1e+06)","1.5e-06 (1e-06 - 0.25)","6.67e+05 (4    - 1e+06)","1.2e-06 (1e-06 - 0.4 )","0.139 (0.134 - 0.144)",0.944,0.667,0.947,2.5,0.25,4,0.4,0.144,1,0.889,0.368,1e+06,1e-06,6,0.333,0.0333,21.2363824407411,-13.4312616305282,21.2363958266883,-13.4312500039136,6.30330462116838e-07,8.65639060094254e-07,5.45638668775597e-13,-6.02633615306173e-06,9,NA,"tms_metrics_4_30.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.246 (0.24 - 0.253)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.253,0.867,1,0.3,2.4,0.3,1e+06,1e-06,0.126,7.70390032944869,-27.5520508638173,7.7039013310804,-27.5520498442313,1.30016164866528e-07,3.70058130237903e-08,4.81135388712101e-15,-1.34896588624763e-05,8,NA,"tms_metrics_4_31.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-quinidine-ranolazine-verapamil","0.778 (0.611 - 1   )","1    (1    - 1   )","0.875 (0.875 - 1   )","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.201 (0.195 - 0.207)",0.611,1,0.875,2.5,0.25,667000,0.333,0.207,0.944,1,0.375,2.5,0.25,1e+06,1e-06,0.0542,14.9877925339374,-20.4663737462187,14.987796067528,-20.4663708540347,2.35764525200396e-07,1.41313965670617e-07,3.33168200205181e-14,-7.05296691811081e-06,9,NA,"tms_metrics_4_32.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-droperidol-metoprolol-nitrendipine-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.875 - 1   )","0.969 (0.875 - 1   )","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.188 (0.183 - 0.193)",0.857,0.875,0.875,3.43,0.19,8,0.333,0.193,0.964,0.917,0.406,3.43,0.19,8,0.333,0.0859,6.30472677387325,-23.8177266794773,6.3047072759225,-23.8177438237195,3.09260206575798e-06,7.1980966503624e-07,2.22608485704364e-12,-8.60440302391618e-06,11,0.7,"tms_metrics_4_33.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-quinidine-ranolazine-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","1    (0.909 - 1   )","8.33e+05 (3.33 - 8.33e+05)","0.167 (0.167 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.146 (0.141 - 0.151)",0.833,1,0.909,3.33,0.222,667000,0.333,0.151,0.958,1,0.409,4,0.167,1e+06,1e-06,0.0237,14.3391251696556,-18.3245574780066,14.339132594735,-18.324552137298,5.17819284198507e-07,2.91450978469805e-07,1.50918937050189e-13,-3.3725151084806e-06,10,0.766666666666667,"tms_metrics_4_34.csv","summary_tms_10_metrics.csv"
"azimilide-clozapine-diltiazem-loratadine-ondansetron-quinidine-verapamil","1    (0.917 - 1   )","1    (0.9  - 1   )","1    (0.909 - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.098 (0.0931 - 0.103)",0.917,0.9,0.909,3,0.25,5,1.25e-06,0.103,1,1,0.364,1e+06,1e-06,1e+06,1e-06,0.000341,13.5281180559603,-13.3893015119478,13.5281180524025,-13.3893010703994,2.6299555502006e-10,3.29777060674571e-08,8.67299011049929e-18,-4.54765107917942e-08,7,NA,"tms_metrics_4_35.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.247 (0.24 - 0.253)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.253,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.12,8.38014178868223,-28.2747465032646,8.38014179363121,-28.27474649846,5.90560824285269e-10,1.69926530847551e-10,1.00351952125266e-19,-1.28400224449588e-05,8,NA,"tms_metrics_4_36.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.857 (0.75 - 0.929)","1    (0.964 - 1   )","0.906 (0.875 - 0.938)","3.43 (2.86 - 3.43)","0.19 (0.19 - 0.381)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.239 (0.234 - 0.245)",0.75,0.964,0.875,2.86,0.381,5.25,0.292,0.245,0.929,1,0.312,3.43,0.19,750000,0.25,0.136,14.797546997079,-18.7635733328526,14.7975470189761,-18.7635733099034,1.47978055481067e-09,1.22307259546154e-09,1.8098790438858e-18,-1.25823426872138e-05,11,0.666666666666667,"tms_metrics_4_37.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 3   )","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.246 (0.24 - 0.253)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.253,0.867,1,0.3,2.4,0.3,1e+06,1e-06,0.127,8.19770288856284,-26.3463355795324,8.19770292691396,-26.346335548969,4.67827698616967e-09,1.16006113207528e-09,5.42708729673772e-18,-1.3480808732539e-05,8,NA,"tms_metrics_4_39.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.833 (0.722 - 0.944)","1    (0.833 - 1   )","0.87 (0.739 - 0.957)","2.5  (2    - 8.33e+05)","0.25 (0.167 - 0.5 )","6.67e+05 (4    - 1e+06)","0.333 (1e-06 - 0.4 )","0.284 (0.278 - 0.291)",0.722,0.833,0.739,2,0.5,4,0.4,0.291,0.888,0.889,0.391,2.5,0.25,667000,0.333,0.182,9.2092202284031,-20.0045012741347,9.20923463012281,-20.0044885050609,1.56383459503123e-06,6.38310438178059e-07,9.98211945592393e-13,-1.9902980261741e-05,9,NA,"tms_metrics_4_4.csv","summary_tms_9_metrics.csv"
"astemizole-clozapine-diltiazem-loratadine-quinidine-vandetanib-verapamil","1    (0.917 - 1   )","1    (0.9  - 1   )","0.929 (0.786 - 1   )","3    (2.25 - 3   )","1.5e-06 (1.5e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 1.25e-06)","0.244 (0.237 - 0.251)",0.917,0.9,0.786,2.25,0.375,5,1.25e-06,0.251,1,1,0.429,1e+06,1e-06,1e+06,1e-06,0.00125,17.1378398260618,-25.2749369215531,17.1378398552709,-25.2749368821253,1.70436014249341e-09,1.55995753015655e-09,2.65872943838129e-18,-3.47929053463745e-07,7,NA,"tms_metrics_4_40.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.857 (0.75 - 0.929)","1    (0.964 - 1   )","0.906 (0.875 - 0.938)","3.43 (2.86 - 3.43)","0.19 (0.19 - 0.381)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.237 (0.231 - 0.243)",0.75,0.964,0.875,2.86,0.381,5.25,0.292,0.243,0.929,1,0.312,3.43,0.19,750000,0.25,0.134,15.0535068477048,-19.012258984392,15.0535068561961,-19.0122589728206,5.64074904119051e-10,6.08627884412634e-10,3.43311715544237e-19,-1.24797076138748e-05,11,0.666666666666667,"tms_metrics_4_41.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.246 (0.239 - 0.253)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.253,0.867,1,0.3,2.4,0.3,1e+06,1e-06,0.13,8.38870482024774,-27.392388072763,8.38870485100577,-27.3923880492084,3.66660003018747e-09,8.59897184188322e-10,3.15289904150303e-18,-1.37565758512655e-05,8,NA,"tms_metrics_4_43.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.246 (0.24 - 0.253)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.253,0.867,1,0.3,2.4,0.3,1e+06,1e-06,0.125,7.84854681756871,-27.6410902758951,7.84854684391396,-27.641090249652,3.35670355551511e-09,9.49422067673875e-10,3.1869284302454e-18,-1.32818395417443e-05,8,NA,"tms_metrics_4_44.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-quinidine-ranolazine-verapamil","0.639 (0.611 - 1   )","1    (1    - 1   )","0.875 (0.875 - 1   )","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.208 (0.202 - 0.214)",0.611,1,0.875,2.5,0.25,667000,0.333,0.214,0.944,1,0.375,2.5,0.25,1e+06,1e-06,0.0638,15.1131277751398,-21.36270464143,15.113127826311,-21.3627045862914,3.38587640061523e-09,2.58106862577945e-09,8.73917934839501e-18,-7.81868725051439e-06,9,NA,"tms_metrics_4_45.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-quinidine","0.867 (0.733 - 0.933)","1    (0.933 - 1   )","0.895 (0.789 - 0.947)","2.4  (2.4  - 8e+05)","0.3  (0.195 - 0.3 )","6.67e+05 (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.337 (0.33 - 0.344)",0.733,0.933,0.789,2.4,0.3,3.33,0.417,0.344,0.867,0.933,0.316,2.4,0.3,5,0.333,0.155,7.46137880999051,-16.6350439464356,7.46137888018989,-16.6350438767659,9.40836550050674e-09,4.18812966021426e-09,3.94034546068089e-17,-1.80884852048093e-05,8,0.466666666666667,"tms_metrics_4_46.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-ranolazine-vandetanib","0.857 (0.786 - 0.929)","1    (0.964 - 1   )","0.906 (0.844 - 0.969)","3.43 (1.43 - 7.14e+05)","0.19 (0.19 - 0.571)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.271 (0.265 - 0.277)",0.786,0.964,0.844,1.43,0.571,5.25,0.292,0.277,0.857,0.964,0.312,1.71,0.381,750000,0.25,0.197,10.5869477505253,-15.5414347915079,10.5869478340292,-15.5414347154703,7.88743689196629e-09,4.89257133616427e-09,3.85898476534389e-17,-1.56052468727324e-05,11,NA,"tms_metrics_4_47.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.8  - 0.901)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.247 (0.24 - 0.254)",0.6,1,0.8,2.4,0.3,1e+06,1e-06,0.254,0.867,1,0.3,2.4,0.3,1e+06,1e-06,0.127,6.97094424918361,-27.174468314899,6.97094431587509,-27.1744682489998,9.56706472340655e-09,2.42504143290858e-09,2.3200528345579e-17,-1.35898752452432e-05,8,NA,"tms_metrics_4_49.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.875 (0.792 - 0.958)","1    (0.857 - 1   )","0.889 (0.778 - 0.963)","3.33 (2.67 - 8.33e+05)","0.222 (0.167 - 0.336)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.261 (0.255 - 0.267)",0.792,0.857,0.778,2.67,0.336,4.67,0.389,0.267,0.917,0.857,0.407,3.33,0.222,7,0.333,0.167,9.35790721079988,-20.5280526701815,9.35792070508288,-20.5280405905789,1.44201724149113e-06,5.88444014030299e-07,8.4854641388394e-13,-1.6654050579864e-05,10,0.5,"tms_metrics_4_5.csv","summary_tms_10_metrics.csv"
