"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"azimilide-bepridil-cisapride-dofetilide-droperidol-nifedipine-ranolazine","0.6  (0.5  - 0.8 )","1    (0.75 - 1   )","0.818 (0.636 - 0.818)","1.6  (1.2  - 2   )","0.4  (2e-06 - 0.8 )","1e+06 (2.67 - 1e+06)","1e-06 (1e-06 - 0.444)","0.353 (0.344 - 0.361)",0.5,0.75,0.636,1.2,0.8,2.67,0.444,0.361,0.7,0.75,0.273,1.6,0.4,4,0.333,0.22,-5.81780241437524,-23.8395578057238,-5.81781725862602,-23.8395714694278,2.55151547657127e-06,5.73152247510154e-07,1.46240682995377e-12,-3.40112956329423e-05,7,NA,"tms_metrics_7_73.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.234 (0.228 - 0.24)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.24,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.136,8.92082089670564,-21.8870567631334,8.92082087251609,-21.8870567208164,2.71158361329233e-09,1.93342602210103e-09,5.24264631904211e-18,-1.31238720860133e-05,10,0.6,"tms_metrics_7_75.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-ranolazine-risperidone-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.864 (0.727 - 0.955)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.227 (0.222 - 0.233)",0.792,0.905,0.727,3.33,0.222,7,0.333,0.233,0.917,0.905,0.364,3.33,0.222,667000,0.333,0.14,9.57978333371125,-22.1925757153961,9.5797833244092,-22.1925756594355,9.71008463372713e-10,2.52159255055552e-09,2.448487707767e-18,-1.38274184641672e-05,10,0.6,"tms_metrics_7_76.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-nifedipine-ranolazine-risperidone-vandetanib-verapamil","0.708 (0.667 - 0.75)","0.857 (0.762 - 0.857)","0.731 (0.692 - 0.769)","2    (2    - 3.33)","0.667 (0.222 - 0.667)","4.67 (2.33 - 7   )","0.389 (1.17e-06 - 0.778)","0.511 (0.501 - 0.52)",0.667,0.762,0.692,2,0.667,2.33,0.778,0.52,0.792,0.857,0.385,2.67,0.444,4.67,0.389,0.341,0.63517570878477,-45.474699584426,0.635175818661869,-45.4746994613801,1.72986904434322e-07,2.7058102448721e-09,4.68069738247099e-16,-3.48793138389722e-05,10,NA,"tms_metrics_7_77.csv","summary_tms_10_metrics.csv"
"azimilide-cisapride-dofetilide-droperidol-ranolazine-verapamil","1    (0.5  - 1   )","1    (1    - 1   )","1    (0.857 - 1   )","1e+06 (2    - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.0501 (0.0462 - 0.054)",0.5,1,0.857,2,0.25,5e+05,0.5,0.054,1,1,0.286,1e+06,1e-06,1e+06,1e-06,0.00503,8.35025882733114,-25.5936081459228,8.3502588593169,-25.5936081220459,3.83051095553861e-09,9.32923109884152e-10,3.5735721930864e-18,-9.22854916327335e-07,6,NA,"tms_metrics_7_79.csv","summary_tms_6_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.889 (0.722 - 0.944)","1    (0.889 - 1   )","0.909 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.248 (0.242 - 0.255)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.255,0.889,0.889,0.318,2.5,0.25,667000,0.333,0.14,8.96251815282636,-22.6031239657927,8.96251812126314,-22.6031239240312,3.52169161563094e-09,1.84759855708691e-09,6.5066723475448e-18,-1.48937226678733e-05,9,0.566666666666667,"tms_metrics_7_8.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.917 (0.792 - 0.958)","1    (0.905 - 1   )","0.903 (0.839 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.229 (0.223 - 0.234)",0.792,0.905,0.839,3.33,0.222,7,0.333,0.234,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.136,8.85396192963977,-21.3231417767712,8.85396198280247,-21.3231417134126,6.0043969906103e-09,2.97135264354426e-09,1.78411808709391e-17,-1.3022616214981e-05,10,0.666666666666667,"tms_metrics_7_81.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.903 (0.839 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.246 (0.24 - 0.252)",0.792,0.905,0.839,3.33,0.222,4.67,0.389,0.252,0.917,0.905,0.355,3.33,0.222,667000,0.333,0.144,9.56458747037563,-20.6224372849617,9.56458745134973,-20.6224372532672,1.9892024566204e-09,1.53689164469274e-09,3.05718863518216e-18,-1.33136534035274e-05,10,0.6,"tms_metrics_7_83.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.237 (0.231 - 0.242)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.242,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.141,8.23546991732799,-19.604461728822,8.23546991705501,-19.6044616784346,3.31466312585076e-11,2.57020186718034e-09,8.51935335513546e-20,-1.35437497949801e-05,10,0.6,"tms_metrics_7_84.csv","summary_tms_10_metrics.csv"
"astemizole-bepridil-cisapride-diltiazem-metoprolol-risperidone-vandetanib-verapamil","0.8  (0.667 - 0.933)","0.917 (0.833 - 1   )","0.812 (0.688 - 0.938)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","5e+05 (3    - 1e+06)","0.5  (1e-06 - 0.6 )","0.329 (0.322 - 0.336)",0.667,0.833,0.688,2.4,0.3,3,0.6,0.336,0.933,0.833,0.375,2.4,0.3,5e+05,0.5,0.16,8.75487195124063,-20.5912529445423,8.75487191957279,-20.591252915584,3.61716729201073e-09,1.40633766093538e-09,5.08695858865832e-18,-1.8586073010422e-05,8,NA,"tms_metrics_7_85.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.903 (0.839 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.235 (0.229 - 0.241)",0.792,0.905,0.839,3.33,0.222,7,0.333,0.241,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.137,9.84070134943236,-22.5799583081018,9.84070131633124,-22.5799582618504,3.36369540945032e-09,2.04834021047224e-09,6.88999256295799e-18,-1.25286007979791e-05,10,0.666666666666667,"tms_metrics_7_86.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ranolazine-risperidone","0.964 (0.929 - 1   )","1    (0.708 - 1   )","0.969 (0.938 - 1   )","8.57e+05 (4    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (5.33 - 1e+06)","1e-06 (1e-06 - 0.381)","0.0865 (0.0828 - 0.0902)",0.929,0.708,0.938,4,0.143,5.33,0.381,0.0902,1,0.875,0.406,857000,0.143,8,0.333,0.0325,15.7849207619317,-22.9784830872128,15.7849206444886,-22.9784830948644,7.44020578819771e-09,3.32988552333917e-10,2.47750335447839e-18,-5.07796996231424e-06,11,0.766666666666667,"tms_metrics_7_87.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.833 (0.75 - 0.958)","1    (0.905 - 1   )","0.857 (0.786 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.239 (0.233 - 0.245)",0.75,0.905,0.786,3.33,0.222,667000,0.333,0.245,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.15,9.47677985329072,-24.1342236828646,9.47679739882522,-24.1342088920904,1.85142023836437e-06,6.12855148603379e-07,1.1346524253101e-12,-1.49267199495674e-05,10,0.6,"tms_metrics_7_88.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.833 (0.722 - 0.944)","1    (0.889 - 1   )","0.864 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.268 (0.262 - 0.275)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.275,0.889,0.889,0.318,2.5,0.25,667000,0.333,0.162,8.64363080547305,-20.0506839048447,8.64363086310317,-20.050683838474,6.66735082236654e-09,3.31014623445191e-09,2.20699062184265e-17,-1.73604671122172e-05,9,0.566666666666667,"tms_metrics_7_9.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-loratadine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (0.5  - 1   )","0.947 (0.895 - 1   )","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.6 )","0.262 (0.255 - 0.269)",0.933,0.5,0.895,2.4,0.3,3,0.6,0.269,1,0.833,0.421,8e+05,0.2,6,0.5,0.0485,13.2298550201674,-15.4867054457759,13.2298550157759,-15.4867053978428,3.31939476999974e-10,3.09511274581458e-09,1.02739010610164e-18,-1.0872338947846e-05,8,NA,"tms_metrics_7_90.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine-risperidone","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.88 (0.76 - 0.96)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.221 (0.215 - 0.227)",0.75,0.905,0.76,3.33,0.222,7,0.333,0.227,0.917,0.905,0.36,3.33,0.222,667000,0.333,0.139,9.65130127749776,-24.4747249156842,9.65131483803636,-24.4747131173997,1.40504571919654e-06,4.8206017607247e-07,6.77316586785755e-13,-1.35889380370895e-05,10,0.6,"tms_metrics_7_92.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-nifedipine-nitrendipine-ranolazine-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.88 (0.8  - 0.96)","3.33 (3.33 - 4   )","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.23 (0.224 - 0.236)",0.792,0.905,0.8,3.33,0.222,7,0.333,0.236,0.917,0.905,0.36,3.33,0.222,667000,0.333,0.138,7.93840149135549,-25.7165303592701,7.93838647401514,-25.7165438796621,1.89173711744025e-06,5.25746852519798e-07,9.94574835289087e-13,-1.31812301852181e-05,10,0.666666666666667,"tms_metrics_7_94.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-ranolazine-vandetanib","0.938 (0.844 - 1   )","1    (0.906 - 1   )","0.95 (0.875 - 1   )","3.5  (3.5  - 8.75e+05)","0.167 (1.33e-06 - 0.167)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.25)","0.181 (0.176 - 0.186)",0.844,0.906,0.875,3.5,0.167,8,0.25,0.186,0.938,0.906,0.35,3.5,0.167,8,0.25,0.0975,10.3128721280124,-28.6489132142423,10.3128558960343,-28.6489277423665,1.573955681457e-06,5.07108827299319e-07,7.9816681984476e-13,-8.86518207067255e-06,12,0.733333333333333,"tms_metrics_7_95.csv","summary_tms_12_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.833 (0.75 - 0.958)","1    (0.905 - 1   )","0.846 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.237 (0.231 - 0.243)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.243,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.145,8.72383676009073,-21.964243974133,8.72383675585257,-21.9642439131325,4.85814179753418e-10,2.77726409436379e-09,1.34923427796196e-18,-1.3857317946381e-05,10,0.6,"tms_metrics_7_96.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-nitrendipine-ranolazine-risperidone-verapamil","1    (0.958 - 1   )","1    (0.81 - 1   )","1    (0.955 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.127 (0.122 - 0.132)",0.958,0.81,0.955,3.33,0.222,4.67,0.389,0.132,1,0.905,0.364,4,1.33e-06,7,0.333,0.0281,16.8844792996199,-18.8260814386117,16.8844792474003,-18.8260814165427,3.09275694348695e-09,1.17225910000207e-09,3.62551247109715e-18,-5.09995156784965e-06,10,0.7,"tms_metrics_7_97.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-loratadine-ranolazine-risperidone-verapamil","0.933 (0.867 - 1   )","1    (0.583 - 1   )","0.938 (0.875 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.6 )","0.165 (0.159 - 0.171)",0.867,0.583,0.875,2.4,0.3,3,0.6,0.171,0.933,0.833,0.375,3,0.2,6,0.5,0.0548,12.6459247858514,-14.2057687192339,12.6459247728221,-14.2057686719713,1.03031964433766e-09,3.32699910290518e-09,3.42787253241698e-18,-1.13451892161495e-05,8,NA,"tms_metrics_7_98.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.9  (0.833 - 0.967)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.235 (0.229 - 0.241)",0.792,0.905,0.833,3.33,0.222,4.67,0.389,0.241,0.917,0.905,0.367,3.33,0.222,667000,0.333,0.139,9.15744446004546,-21.9980553972827,9.15744446132491,-21.9980553517454,1.39716671428822e-10,2.07005969347086e-09,2.89221850030717e-19,-1.34621882748326e-05,10,0.6,"tms_metrics_7_99.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.833 (0.792 - 0.958)","1    (0.905 - 1   )","0.871 (0.806 - 0.968)","3.33 (3.33 - 4   )","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.246 (0.24 - 0.252)",0.792,0.905,0.806,3.33,0.222,7,0.333,0.252,0.917,0.905,0.355,3.33,0.222,667000,0.333,0.149,9.88259601512191,-20.7678616697666,9.88259603534104,-20.7678616189198,2.04593301289426e-09,2.44834000100478e-09,5.00913963484525e-18,-1.38833260335147e-05,10,0.666666666666667,"tms_metrics_8_1.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.833 (0.792 - 0.958)","1    (0.905 - 1   )","0.871 (0.839 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.238 (0.232 - 0.244)",0.792,0.905,0.839,3.33,0.222,7,0.333,0.244,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.142,9.69173259891338,-21.5165728009522,9.69173259692951,-21.5165727641513,2.04697599552137e-10,1.71035213161712e-09,3.50104975730905e-19,-1.3099920535564e-05,10,0.666666666666667,"tms_metrics_8_10.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.903 (0.839 - 0.968)","3.33 (2.67 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.228 (0.222 - 0.234)",0.792,0.905,0.839,2.67,0.333,7,0.333,0.234,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.135,8.62291606666242,-21.868160732189,8.62291605908915,-21.8681606783098,8.78272702130924e-10,2.46381807610264e-09,2.16390415925768e-18,-1.31234416142412e-05,10,0.666666666666667,"tms_metrics_8_11.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.889 (0.722 - 0.944)","1    (0.889 - 1   )","0.909 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.247 (0.24 - 0.253)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.253,0.889,0.943,0.318,2.5,0.25,667000,0.333,0.14,9.21765644410766,-23.5432935273917,9.21765642129641,-23.543293479771,2.47473402772181e-09,2.02268846856661e-09,5.00561598064231e-18,-1.48174862432389e-05,9,0.566666666666667,"tms_metrics_8_12.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.903 (0.806 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","6.67e+05 (4.67 - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.25 (0.244 - 0.257)",0.792,0.905,0.806,3.33,0.222,4.67,0.389,0.257,0.917,0.905,0.355,3.33,0.222,667000,0.333,0.152,9.8216103583413,-20.8025964379626,9.82161043466865,-20.8025963526198,7.77136843640326e-09,4.1025089056617e-09,3.18821082195227e-17,-1.41629283377113e-05,10,0.6,"tms_metrics_8_13.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.232 (0.226 - 0.238)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.238,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.133,8.89978517325304,-21.9194145799063,8.89978516421988,-21.919414523661,1.01498649770307e-09,2.56600367386573e-09,2.60445908203018e-18,-1.28872651104115e-05,10,0.6,"tms_metrics_8_14.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine","0.917 (0.792 - 1   )","1    (0.905 - 1   )","0.92 (0.8  - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.206 (0.2  - 0.211)",0.792,0.905,0.8,3.33,0.222,7,0.333,0.211,0.958,0.905,0.36,3.33,0.222,667000,0.333,0.109,10.6502731003875,-29.3349344548278,10.6502570962037,-29.3349484508571,1.50270398377398e-06,4.77111091975081e-07,7.1695673861371e-13,-1.07695859017298e-05,10,0.666666666666667,"tms_metrics_8_15.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.917 - 1   )","0.966 (0.862 - 1   )","3.43 (3.43 - 1e+06)","0.19 (1e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.161 (0.156 - 0.166)",0.857,0.917,0.862,3.43,0.19,8,0.333,0.166,0.929,0.958,0.414,3.43,0.19,667000,0.333,0.0841,10.7470270246812,-30.6155805478554,10.7470078093133,-30.6155976794516,1.78797375753098e-06,5.59570857098242e-07,1.00049800797077e-12,-8.0721417513585e-06,11,0.733333333333333,"tms_metrics_8_16.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-loratadine-ranolazine-risperidone-verapamil","0.933 (0.867 - 1   )","1    (0.583 - 1   )","0.947 (0.895 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.6 )","0.163 (0.157 - 0.168)",0.867,0.583,0.895,2.4,0.3,3,0.6,0.168,0.933,0.833,0.368,3,0.2,6,0.5,0.0636,12.5671261172831,-15.6946813814605,12.5671261124799,-15.6946813344248,3.82205764033917e-10,2.99691710338264e-09,1.14543899124467e-18,-1.18739652542097e-05,8,NA,"tms_metrics_8_18.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-loratadine-metoprolol-ranolazine-risperidone","0.75 (0.583 - 0.917)","1    (0.9  - 1   )","0.8  (0.667 - 0.933)","2.25 (2.25 - 7.5e+05)","0.375 (0.25 - 0.375)","5e+05 (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.625)","0.375 (0.367 - 0.383)",0.583,0.9,0.667,2.25,0.375,2.5,0.625,0.383,0.833,0.9,0.333,2.25,0.375,5,0.5,0.193,7.3662082651385,-18.8223931780212,7.36620832758612,-18.82239310538,8.47757976079212e-09,3.85929802785223e-09,3.2717506851785e-17,-2.59243769241253e-05,7,NA,"tms_metrics_8_19.csv","summary_tms_7_metrics.csv"
"astemizole-bepridil-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.75 (0.75 - 0.833)","1    (0.9  - 1   )","0.867 (0.8  - 0.933)","2.25 (2.25 - 2.25)","0.375 (0.375 - 0.375)","5e+05 (2.5  - 1e+06)","0.5  (1e-06 - 0.625)","0.413 (0.404 - 0.421)",0.75,0.9,0.8,2.25,0.375,2.5,0.625,0.421,0.917,0.9,0.333,2.25,0.375,5e+05,0.5,0.194,9.34541005598234,-17.9871228131257,9.34541008951333,-17.9871227799765,3.58796341940465e-09,1.84294021014012e-09,6.61240205813268e-18,-2.348865804556e-05,7,NA,"tms_metrics_8_2.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-ranolazine-risperidone-verapamil","0.964 (0.929 - 1   )","1    (0.667 - 1   )","0.966 (0.931 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","6.67e+05 (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.121 (0.116 - 0.125)",0.929,0.667,0.931,3.43,0.19,5.33,0.381,0.125,1,0.875,0.379,857000,0.143,5.33,0.381,0.0544,22.7790345505741,-29.3187763287425,22.7790351533547,-29.3187757265626,2.6462077102896e-08,2.05390526239611e-08,5.43505994155697e-16,-9.15918720290689e-06,11,NA,"tms_metrics_8_20.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.236 (0.231 - 0.242)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.242,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.138,8.58353334845367,-20.9000413305066,8.58353335225619,-20.90004127403,4.43001207037718e-10,2.7022221749567e-09,1.1970876851899e-18,-1.34044624225342e-05,10,0.6,"tms_metrics_8_21.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-dofetilide-droperidol-loratadine-nifedipine-ranolazine","0.667 (0.667 - 0.667)","0.8  (0.667 - 1   )","0.737 (0.684 - 0.895)","1.8  (1.8  - 2.4 )","0.6  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.534 (0.523 - 0.545)",0.667,0.667,0.684,1.8,0.6,2.5,0.417,0.545,0.733,0.8,0.421,1.8,0.6,3.33,0.417,0.375,-9.08285939127667,-29.3991838983554,-9.08285951616858,-29.3991840349618,1.37502849594941e-08,4.64660644999283e-09,6.38921627820248e-17,-4.1283497049245e-05,8,NA,"tms_metrics_8_22.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-loratadine-ranolazine-risperidone-verapamil","0.958 (0.917 - 1   )","1    (0.81 - 1   )","0.955 (0.909 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.113 (0.109 - 0.118)",0.917,0.81,0.909,3.33,0.222,4.67,0.389,0.118,1,0.952,0.364,4,0.167,7,0.333,0.0318,19.2941239134069,-25.3245004777837,19.2941238516944,-25.3245004222167,3.19851480842842e-09,2.19420009398577e-09,7.01818149326853e-18,-5.22570739525592e-06,10,0.7,"tms_metrics_8_23.csv","summary_tms_10_metrics.csv"
